video_id,username,video_description,hashtag_names,view_count,like_count,comment_count,share_count,create_time,region_code,music_id,voice_to_text,url,retrieval,availability,profile.likes_count,profile.video_count,profile.avatar_url,profile.bio_description,profile.display_name,profile.follower_count,profile.following_count,profile.is_verified,addiction_language,addiction_nssi,addiction_relapsing,addiction_sobriety,algospeak,algospeak_abbreviation,algospeak_symbols,algospeak_coverup,algospeak_misspelling,algospeak_characters,algospeak_term,explicit_language,explicit_cut,explicit_instrument,explicit_scars,explicit_self_harm,visible_scars,scars_bandaged,scars_drawn,scars_fresh,scars_healed,signaling,signaling_abstract,signaling_blood,signaling_body,signaling_clothing,signaling_imagery,signaling_lyric,signaling_summer,trigger_warning
sh11,ifykyk.nnjx,try.                                                                    #foryoupage #vent #girlinpieces #depressed #sh #alrdone #icanfixher #gum #pandorra #vape #elastics #blade #pencilsharpener #mentalhealth #gum #book #bandages #airpods #eyebrowrazor #razor #glue #addicted #viral #famous #blowup ,"['vape', 'gum', 'famous', 'addicted', 'depressed', 'viral', 'sh', 'blade', 'razor', 'blowup', 'glue', 'book', 'mentalhealth', 'bandages', 'vent', 'elastics', 'pencilsharpener', 'airpods', 'pandorra', 'girlinpieces', 'icanfixher', 'foryoupage', 'alrdone', 'eyebrowrazor']",32067,6272,2610,225,1711407496,NL,7.35E+18,"Tell her the truth. Tell her the truth so that she will watch the stars through tears instead of following the one cold star that is her destiny. No, no, helper. Let her think I never",https://www.tiktok.com/@ifykyk.nnjx/video/7350439160571907361,Downloaded,Available,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sh12,always_here_ml,can never be anything wrong with a kid.#vent #ventaccount #sh #tw #selfharm ,"['sh', 'tw', 'selfharm', 'vent', 'ventaccount']",13,51,21,0,1711407329,GB,7.32E+18,,https://www.tiktok.com/@always_here_ml/video/7350438450031578401,Downloaded,Unavailable,2017,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=20842&refresh_token=f80e345618e0d7ead4bc9bf435369eab&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,No bio yet,user02495446556,41,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sh13,taylorstyxmir,"mh matters. || My dm are always open if you need someone to talk to ❤️‍🩹 || This is kinde late but I still wanted to post because it is important to me || if yk me, don't confront me abt this irl. || #mhmatters #sh #taylorswift #mentalhealthawareness #mentalhealthmatters #mentalhealth ","['taylorswift', 'sh', 'mentalhealth', 'mentalhealthmatters', 'mentalhealthawareness', 'mhmatters']",88,99,16,0,1711407198,NL,7.22E+18,,https://www.tiktok.com/@taylorstyxmir/video/7350437896656047393,Downloaded,Available,58030,230,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9aaf6ac1ecbf50d4da36d83f54da6b94~c5_168x168.jpeg?lk3s=a5d48078&nonce=26093&refresh_token=037f179d144fefd4ccd92c35de43a54c&x-expires=1723060800&x-signature=cWr5LI%2FBrituydYC1FDKc1UTXH0%3D&shp=a5d48078&shcp=8aecc5ac,"Ae23/ccpc
I try to post 3<  times a week
taygracie has my heart 🎀
I edit Taylor",⚢ LESBIAN ⚢,1942,993,FALSE,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sh14,depressingstuffhere1235,#mentalhealthmatters #TW #sh #scarsarebeautiful #bekindtoeveryone❤️ #anxiety #depressed #lackofsleep #angerissues #bullyingisnotokay #overthinking #hereforyou #dmareopentoall #scaredofopeningup #iwanttobreakdowninsomeonesarms ,"['angerissues', 'depressed', 'sh', 'overthinking', 'anxiety', 'tw', 'hereforyou', 'lackofsleep', 'bullyingisnotokay', 'mentalhealthmatters', 'scarsarebeautiful', 'bekindtoeveryone❤️', 'dmareopentoall', 'scaredofopeningup', 'iwanttobreakdowninsomeonesarms']",2,16,8,0,1711407192,GB,7.27E+18,,https://www.tiktok.com/@depressingstuffhere1235/video/7350437890385513760,Downloaded,Available,5528,152,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ae6e376452a79d0b5def7f59741cff81~c5_168x168.jpeg?lk3s=a5d48078&nonce=65348&refresh_token=4926b12847afd77972071426de1775b9&x-expires=1723060800&x-signature=rDr8Y4wiw5sfrs7SU4AsAWDnmas%3D&shp=a5d48078&shcp=8aecc5ac,"The pain ur in now is temporarily but if u end it it’s long lasting <3
Hereforu",here to help,144,220,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
sh15,ventaccccccount,you should know how much u rlly mean to me❤️#fypシ #foryou #foryoupage #relatablecontent #mentalhealth #mentalhealthawareness #mentalillness #mentalillnessawareness #sh #clean #allforhim ,"['clean', 'sh', 'foryou', 'mentalillness', 'mentalhealth', 'allforhim', 'mentalhealthawareness', 'mentalillnessawareness', 'relatablecontent', 'foryoupage', 'fypシ']",89,350,119,1,1711407074,SE,7.34E+18,,https://www.tiktok.com/@ventaccccccount/video/7350437358698827040,Downloaded,Available,1010403,428,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e77d0d2888a41cdfd3b97b7c5ce08f23~c5_168x168.jpeg?lk3s=a5d48078&nonce=30360&refresh_token=b9631d7f3217f7789f632a688188b25e&x-expires=1723060800&x-signature=w3xvxSRxTs2jANf5UMmgR9FWG6w%3D&shp=a5d48078&shcp=8aecc5ac,"dm is open for everyone, your perfect<3
(tt wants to ban me, just so yk.)",🪫,25564,18,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh16,ukendttt_2610,#sh #fyp #foryou sorrt for spamming😭🙏,"['sh', 'foryou', 'fyp']",8,132,33,0,1711406980,DK,6.96E+18,,https://www.tiktok.com/@ukendttt_2610/video/7350436963691826464,Downloaded,Available,5842,44,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e5e622d3a0e64a96ba9f600f39847a9f~c5_168x168.jpeg?lk3s=a5d48078&nonce=24997&refresh_token=2275c019d58b724b82cc6b6464a73d0e&x-expires=1723060800&x-signature=DmE%2F7MDPxBOY%2B56G%2BOB1KVnoST0%3D&shp=a5d48078&shcp=8aecc5ac,333🫂❤️‍🩹,cph_2610🤍,494,22,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh17,juliasventttypp,…#sh #foryou #fördig #emo #psykiskohälsa #tahandomdig #tw ,"['emo', 'sh', 'foryou', 'tw', 'fördig', 'tahandomdig', 'psykiskohälsa']",2,26,17,0,1711406962,SE,7.19E+18,,https://www.tiktok.com/@juliasventttypp/video/7350436890341887265,Downloaded,Unavailable,5938,59,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c69c73848c05a2de10396731ac77bfc5~c5_168x168.jpeg?lk3s=a5d48078&nonce=55792&refresh_token=ec834742fd334d89bc1259584ab5d7a3&x-expires=1723060800&x-signature=zqpiqmSzeKmwgTPZNkMDkQXkQMw%3D&shp=a5d48078&shcp=8aecc5ac,"Psykisk ohälsa 
Ta hand om dig fina!!💗
LLAW💜

Jag är 13 TikTok",Julia🎀,314,441,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
sh18,ukendttt_2610,#sh #fyp #foryou ,"['sh', 'foryou', 'fyp']",17,72,22,0,1711406703,DK,7.12E+18,,https://www.tiktok.com/@ukendttt_2610/video/7350435774308896032,Downloaded,Available,5842,44,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e5e622d3a0e64a96ba9f600f39847a9f~c5_168x168.jpeg?lk3s=a5d48078&nonce=20829&refresh_token=d97ac3a3cef2dcf78ce4da76dc3eb0b5&x-expires=1723060800&x-signature=DmE%2F7MDPxBOY%2B56G%2BOB1KVnoST0%3D&shp=a5d48078&shcp=8aecc5ac,333🫂❤️‍🩹,cph_2610🤍,494,22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
sh19,user844748473929289,#vent #slideshow #mentalhealth #selfharmawerness #depressionawareness #selfharm #shawerness #sadslideshow #mentalhealthawareness #bpd #sh #viral_video ,"['sh', 'slideshow', 'selfharm', 'mentalhealth', 'vent', 'depressionawareness', 'selfharmawerness', 'mentalhealthawareness', 'bpd', 'sadslideshow', 'viral_video', 'shawerness']",2,272,53,0,1711406720,US,7.21E+18,,https://www.tiktok.com/@user844748473929289/video/7350435771360267566,Downloaded,Available,2756,23,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9140c7b497483084d6240b973490d1ae~c5_168x168.jpeg?lk3s=a5d48078&nonce=17846&refresh_token=a82d9d236701cb2ed3cb777ab9eb54a6&x-expires=1723060800&x-signature=CllYUlVf5fh%2F%2FZUJcoD9JM8MiOU%3D&shp=a5d48078&shcp=8aecc5ac,,🙉🙉🙉,34,9,FALSE,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh20,rialapsing,i hate promises #vent #fyp #relapse #awareness #sh ,"['sh', 'relapse', 'fyp', 'awareness', 'vent']",2,43,9,0,1711406639,US,6.86E+18,,https://www.tiktok.com/@rialapsing/video/7350435380371508511,Downloaded,Available,2096,9,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/438d8c0212b9cee98d1c27bd31017ba6~c5_168x168.jpeg?lk3s=a5d48078&nonce=97979&refresh_token=fd03b7dca210aaec5a00844c9e162187&x-expires=1723060800&x-signature=aMheXShEtepGXmY%2F%2BHcU1S%2FUUSk%3D&shp=a5d48078&shcp=8aecc5ac,"you are loved!!! 
||not my face||
🪐🪐",riaa😴,7,9,FALSE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sh21,ihqtemyselff,#poisontree #grouper #sh #mentalhealth #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp ,"['sh', 'grouper', 'mentalhealth', 'poisontree', 'fyppppppppppppppppppppppp']",2,170,48,0,1711405899,DE,7.31E+18,,https://www.tiktok.com/@ihqtemyselff/video/7350432327991905569,Downloaded,Unavailable,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sh22,random_content_so_yeahhh,P̶o̶v̶: 𝑌𝑜𝑢 𝑐𝑜𝑢𝑙𝑑 𝑟𝑒𝑠𝑖𝑠𝑡 𝑖𝑡 𝑎𝑛𝑦𝑚𝑜𝑟𝑒.. #fypシ #fy #pov #Pain #relatable #struggle #Depression #Mentalhealth #mentalhealthawareness #fakebody #sh ,"['relatable', 'pain', 'sh', 'struggle', 'fy', 'pov', 'mentalhealth', 'mentalhealthawareness', 'fakebody', 'depression', 'fypシ']",0,6,0,0,1711405858,NL,7.32E+18,,https://www.tiktok.com/@random_content_so_yeahhh/video/7350432135586647328,Downloaded,Available,,,,,,,,TRUE,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaddiction1,_in_need_of_therapy_,#uk #foryou #fyp #mentalhealth #mentalhealthawareness #mhawareness #shaddict #shrecoveryjourney #iamsoberapp #shrecovey #shaddictionrecovery #iamsober #sh #shawareness #shaddiction ,"['sh', 'foryou', 'uk', 'iamsober', 'fyp', 'mentalhealth', 'mentalhealthawareness', 'shawareness', 'mhawareness', 'shrecovey', 'iamsoberapp', 'shaddiction', 'shaddict', 'shrecoveryjourney', 'shaddictionrecovery']",68,690,152,0,1714747300,GB,7.30E+18,,https://www.tiktok.com/@_in_need_of_therapy_/video/7364783541416185121,Downloaded,Available,843969,594,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/692272918a31e2e23bbc5bb52ecc2748~c5_168x168.jpeg?lk3s=a5d48078&nonce=86124&refresh_token=397615943d75dd69ad8298f684000398&x-expires=1723060800&x-signature=22frUoBFCq7DOE7YLetVfJYu0Mw%3D&shp=a5d48078&shcp=8aecc5ac,"She/they
20 years alive
MH awareness
SH awareness
My existence is a TW",Shannon’s vent account,7224,31,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaddiction2,rousova.a,#mentalhealthmatters #shaddiction #addiction #depressionanxiety #depressedtiktok #protebe #mentalhealth #trending #foryou ,"['addiction', 'trending', 'foryou', 'mentalhealth', 'mentalhealthmatters', 'protebe', 'depressionanxiety', 'depressedtiktok', 'shaddiction']",0,9,3,0,1714743165,CZ,7.33E+18,,https://www.tiktok.com/@rousova.a/video/7364765782426832161,Downloaded,Unavailable,14233,2,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c7b79fa9483bccf66f3f55cf56dce752~c5_168x168.jpeg?lk3s=a5d48078&nonce=11332&refresh_token=b59ffcb244aafff3c9b801c35352ef1c&x-expires=1723060800&x-signature=JCoWSCoohHFKZG8ls6DUnwSCtDE%3D&shp=a5d48078&shcp=8aecc5ac,don't look at my reposts,adela,216,33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
shaddiction3,alkiraprior,"you've just gotta sit with those urges babe,,,use your TIIP and STOPP skills,,,take your PRN, do whatchu gotta do to ride the wave x #mentallyill #mhmatters #bpd #bpdwarrior #shaddiction #shrecovery #mhrecovery ","['mentallyill', 'bpd', 'mhmatters', 'shrecovery', 'bpdwarrior', 'mhrecovery', 'shaddiction']",327,42,1,0,1714730165,GB,7.11E+18,,https://www.tiktok.com/@alkiraprior/video/7364709950863510816,Downloaded,Available,284224,910,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7d6e59172948a9cf03d1e28b0c4d8fc5~c5_168x168.jpeg?lk3s=a5d48078&nonce=78858&refresh_token=670f288416a80908090e1cb97a5dac3b&x-expires=1723060800&x-signature=jBsUBaN5Q2OUbrogkt7SQa33n%2BM%3D&shp=a5d48078&shcp=8aecc5ac,just a girl and her silly little brain,AP🪩,2841,300,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
shaddiction4,rousova.a,#CapCut my mom banned pencil sharpners in the house #foryou #trending #shaddiction #addiction #protebe #mentalhealthmatters #trending #imdone #breakingdown ,"['imdone', 'addiction', 'trending', 'foryou', 'breakingdown', 'mentalhealthmatters', 'protebe', 'capcut', 'shaddiction']",13,157,62,0,1714667081,CZ,7.33E+18,Shawty so kawaii would die for her ride and watch me inside all the time.,https://www.tiktok.com/@rousova.a/video/7364438997059308833,Downloaded,Unavailable,14233,2,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c7b79fa9483bccf66f3f55cf56dce752~c5_168x168.jpeg?lk3s=a5d48078&nonce=97178&refresh_token=3f8459d102e6ab8fe9d14039b757884e&x-expires=1723060800&x-signature=JCoWSCoohHFKZG8ls6DUnwSCtDE%3D&shp=a5d48078&shcp=8aecc5ac,don't look at my reposts,adela,216,33,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaddiction5,.zlunkinz,Im fr so done with literally everything. $3lf-h@řm is the only thing that makes me feel better. Anytime im having a bad day in school i always go to the bathroom and do it. Its the onky way i can get his touch off of me. its the only way i dont ķ!11 mýself. im so tired. I dont want everything to stop. I need everything to stop. I want to get help but at the same i dont. everything is literally going downhill. if things dont get better by a certain time then im fr out. (Dont snitch on me and mention my acc yk who you are. Or at least text me first.) #zlunkinz #juliebowen #shawareness #shaddiction ,"['juliebowen', 'shawareness', 'shaddiction', 'zlunkinz']",8,36,2,0,1714617297,US,7.23E+18,,https://www.tiktok.com/@.zlunkinz/video/7364225165867240746,Downloaded,Available,100094,1286,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8fea8815b319227236be3e6e93ebc355~c5_168x168.jpeg?lk3s=a5d48078&nonce=53396&refresh_token=8eeaa6b7c4eb6e128b626412ecf253e1&x-expires=1723060800&x-signature=%2Fk5o0eHL2wn9mMaKxC4IEMPjrSc%3D&shp=a5d48078&shcp=8aecc5ac,": ⤖ safe space </3 🫧 ! ⤛ ⚓︎ ˚ ⊹
ᰔ Lexi is bæ! 🐝
⊹ ·˚ 🍯 your gorg ꒱
𖧧𝚌𝚌:me",mads,4493,1958,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
shaddiction6,444nevergoodatcoping,#shawarness #shaddiction #suiawareness #vent #gracieabrams #fyp #real #relatable #ventaccount #tw #MentalHealthAwareness #addiction,"['relatable', 'real', 'addiction', 'tw', 'fyp', 'vent', 'mentalhealthawareness', 'gracieabrams', 'ventaccount', 'shawarness', 'suiawareness', 'shaddiction']",36,224,54,0,1714511369,GB,7.15E+18,,https://www.tiktok.com/@444nevergoodatcoping/video/7363770228624411937,Downloaded,Unavailable,6084,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=89047&refresh_token=ebb08c0162994967c16cb9dcf344907b&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,No bio yet,user40695402455,92,111,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
